timestamp,hour,day_of_week,month,is_weekend,total_kwh,hvac_kwh,water_heater_kwh,refrigerator_kwh,lighting_kwh,other_kwh,temperature,cost_per_kwh,total_cost
2024-02-07 20:00:00,20,2,2,False,4.262,1.827,0.221,0.173,0.797,1.244,83.29846107599924,0.12,0.5114399999999999
2024-02-07 21:00:00,21,2,2,False,4.994,2.006,0.324,0.133,0.868,1.664,80.5830003900147,0.12,0.5992799999999999
2024-02-07 22:00:00,22,2,2,False,4.592,1.927,0.32,0.2,0.815,1.331,79.66762557293667,0.08,0.36735999999999996
2024-02-07 23:00:00,23,2,2,False,4.012,2.052,0.202,0.138,0.297,1.323,78.72550595742308,0.08,0.32095999999999997
2024-02-08 00:00:00,0,3,2,False,1.241,0.44,0.303,0.167,0.083,0.247,81.76590637938882,0.08,0.09928000000000001
2024-02-08 01:00:00,1,3,2,False,5.127,0.687,0.348,0.174,0.088,0.659,78.93172385414283,0.08,0.41015999999999997
2024-02-08 02:00:00,2,3,2,False,1.272,0.402,0.3,0.167,0.089,0.313,78.91060505954877,0.08,0.10176
2024-02-08 03:00:00,3,3,2,False,1.921,0.708,0.35,0.153,0.089,0.621,88.35814981343998,0.08,0.15368
2024-02-08 04:00:00,4,3,2,False,1.827,0.844,0.33,0.132,0.087,0.433,77.4929329849399,0.08,0.14616
2024-02-08 05:00:00,5,3,2,False,1.353,0.505,0.283,0.161,0.056,0.348,80.42391537231443,0.08,0.10824
2024-02-08 06:00:00,6,3,2,False,3.828,1.422,0.365,0.165,0.656,1.221,84.64591788507211,0.08,0.30624
2024-02-08 07:00:00,7,3,2,False,3.799,1.652,0.235,0.137,0.694,1.081,79.71674521359186,0.08,0.30392
2024-02-08 08:00:00,8,3,2,False,3.483,1.376,0.339,0.151,0.595,1.022,79.51188889529273,0.08,0.27864
2024-02-08 09:00:00,9,3,2,False,3.122,1.105,0.382,0.201,0.511,0.922,80.68397349112718,0.12,0.37464
2024-02-08 10:00:00,10,3,2,False,2.643,1.079,0.263,0.16,0.455,0.685,87.0134832361649,0.12,0.31715999999999994
2024-02-08 11:00:00,11,3,2,False,2.001,0.733,0.257,0.171,0.351,0.49,81.35976350385731,0.12,0.24011999999999997
2024-02-08 12:00:00,12,3,2,False,2.055,0.644,0.277,0.133,0.342,0.658,79.65658288460341,0.12,0.2466
2024-02-08 13:00:00,13,3,2,False,2.754,1.051,0.29,0.135,0.444,0.835,83.81457244296182,0.12,0.33048
2024-02-08 14:00:00,14,3,2,False,2.409,0.791,0.287,0.151,0.374,0.806,77.59340177589446,0.12,0.28907999999999995
2024-02-08 15:00:00,15,3,2,False,5.7,0.784,0.301,0.15,0.385,0.359,83.47878886812649,0.12,0.6839999999999999
2024-02-08 16:00:00,16,3,2,False,5.32,0.74,0.334,0.162,0.318,0.508,75.56716277924167,0.12,0.6384
2024-02-08 17:00:00,17,3,2,False,4.559,1.916,0.365,0.167,0.81,1.301,78.15278762537238,0.12,0.54708
2024-02-08 18:00:00,18,3,2,False,3.54,1.435,0.283,0.156,0.646,1.02,79.52438692275064,0.12,0.4248
2024-02-08 19:00:00,19,3,2,False,3.715,1.604,0.216,0.152,0.727,1.017,82.67003038047929,0.12,0.4458
2024-02-08 20:00:00,20,3,2,False,4.336,1.837,0.386,0.164,0.803,1.146,78.85553175552772,0.12,0.52032
2024-02-08 21:00:00,21,3,2,False,3.901,1.54,0.412,0.131,0.717,1.101,84.58228816064054,0.12,0.46812
2024-02-08 22:00:00,22,3,2,False,4.728,1.954,0.295,0.176,0.869,1.433,79.9308483317436,0.08,0.37823999999999997
2024-02-08 23:00:00,23,3,2,False,3.582,1.714,0.349,0.163,0.227,1.129,74.3248568330855,0.08,0.28656
2024-02-09 00:00:00,0,4,2,False,1.281,0.395,0.281,0.12,0.064,0.421,78.34321624366217,0.08,0.10248
2024-02-09 01:00:00,1,4,2,False,1.35,0.311,0.304,0.169,0.06,0.506,81.74763516350953,0.08,0.10800000000000001
2024-02-09 02:00:00,2,4,2,False,1.663,0.778,0.207,0.14,0.08,0.458,77.31921495884264,0.08,0.13304
2024-02-09 03:00:00,3,4,2,False,0.903,0.155,0.371,0.15,0.046,0.181,71.3470268984654,0.08,0.07224
2024-02-09 04:00:00,4,4,2,False,1.474,0.421,0.297,0.154,0.084,0.519,82.48797131774859,0.08,0.11792
2024-02-09 05:00:00,5,4,2,False,0.989,0.203,0.277,0.176,0.038,0.295,79.93596409348275,0.08,0.07912
2024-02-09 06:00:00,6,4,2,False,3.874,1.699,0.244,0.185,0.694,1.051,78.18527970821548,0.08,0.30992000000000003
2024-02-09 07:00:00,7,4,2,False,4.35,1.879,0.325,0.178,0.784,1.184,77.47981989337458,0.08,0.348
2024-02-09 08:00:00,8,4,2,False,3.667,1.419,0.355,0.105,0.686,1.102,76.98968328950149,0.08,0.29336
2024-02-09 09:00:00,9,4,2,False,2.679,1.008,0.313,0.153,0.446,0.759,78.07904372246175,0.12,0.32148
2024-02-09 10:00:00,10,4,2,False,9.229,1.376,0.318,0.144,0.503,0.864,77.67661506822706,0.12,1.1074799999999998
2024-02-09 11:00:00,11,4,2,False,2.551,0.926,0.28,0.152,0.413,0.78,79.44941548352854,0.12,0.30612
2024-02-09 12:00:00,12,4,2,False,2.597,0.926,0.303,0.152,0.449,0.767,77.24538988144703,0.12,0.31164
2024-02-09 13:00:00,13,4,2,False,2.418,0.902,0.248,0.164,0.359,0.744,79.05475421627322,0.12,0.29016000000000003
2024-02-09 14:00:00,14,4,2,False,2.617,1.008,0.322,0.126,0.41,0.752,77.8313443967715,0.12,0.31404
2024-02-09 15:00:00,15,4,2,False,2.333,0.834,0.289,0.121,0.372,0.716,83.38305888354928,0.12,0.27996
2024-02-09 16:00:00,16,4,2,False,2.917,0.992,0.349,0.134,0.509,0.934,86.22133604840985,0.12,0.35003999999999996
2024-02-09 17:00:00,17,4,2,False,4.288,1.608,0.355,0.164,0.723,1.437,78.4131597118259,0.12,0.51456
2024-02-09 18:00:00,18,4,2,False,5.723,2.47,0.3,0.142,1.006,1.806,83.58792938745111,0.12,0.6867599999999999
2024-02-09 19:00:00,19,4,2,False,4.247,1.659,0.37,0.152,0.726,1.341,75.92547523556722,0.12,0.50964
2024-02-09 20:00:00,20,4,2,False,3.792,1.566,0.304,0.164,0.676,1.082,78.70386855726568,0.12,0.45503999999999994
2024-02-09 21:00:00,21,4,2,False,3.985,1.749,0.293,0.147,0.672,1.124,80.22702062184015,0.12,0.47819999999999996
2024-02-09 22:00:00,22,4,2,False,4.234,1.743,0.264,0.206,0.797,1.225,79.96000145889062,0.08,0.33872
2024-02-09 23:00:00,23,4,2,False,3.631,1.762,0.407,0.119,0.257,1.085,75.50245639412691,0.08,0.29048
2024-02-10 00:00:00,0,5,2,True,2.042,0.704,0.334,0.178,0.108,0.718,74.0621050908895,0.08,0.16335999999999998
2024-02-10 01:00:00,1,5,2,True,1.29,0.394,0.287,0.146,0.058,0.404,83.82328528006275,0.08,0.1032
2024-02-10 02:00:00,2,5,2,True,1.956,0.766,0.355,0.157,0.112,0.566,79.23079233340312,0.08,0.15648
2024-02-10 03:00:00,3,5,2,True,1.615,0.557,0.274,0.147,0.099,0.538,83.80388146130926,0.08,0.1292
2024-02-10 04:00:00,4,5,2,True,1.71,0.718,0.338,0.111,0.091,0.452,77.08884805474624,0.08,0.1368
2024-02-10 05:00:00,5,5,2,True,1.529,0.67,0.255,0.166,0.071,0.367,76.14322699773192,0.08,0.12232
2024-02-10 06:00:00,6,5,2,True,5.186,2.226,0.259,0.143,0.94,1.617,81.07894747364635,0.08,0.41488
2024-02-10 07:00:00,7,5,2,True,4.661,1.958,0.278,0.154,0.835,1.436,79.70507045763688,0.08,0.37288
2024-02-10 08:00:00,8,5,2,True,4.576,1.904,0.266,0.124,0.8,1.482,79.30070923688855,0.08,0.36607999999999996
2024-02-10 09:00:00,9,5,2,True,2.909,1.171,0.365,0.153,0.478,0.742,81.52906769367397,0.12,0.34907999999999995
2024-02-10 10:00:00,10,5,2,True,2.861,1.336,0.277,0.137,0.515,0.596,78.5282874953424,0.12,0.34332
2024-02-10 11:00:00,11,5,2,True,3.396,1.377,0.233,0.144,0.597,1.045,81.58351804974676,0.12,0.40752
2024-02-10 12:00:00,12,5,2,True,5.734,1.007,0.345,0.166,0.491,0.728,77.7018643927988,0.12,0.68808
2024-02-10 13:00:00,13,5,2,True,2.887,1.063,0.302,0.165,0.475,0.882,79.01960797130212,0.12,0.34643999999999997
2024-02-10 14:00:00,14,5,2,True,2.745,1.117,0.238,0.173,0.501,0.717,77.90521445374583,0.12,0.3294
2024-02-10 15:00:00,15,5,2,True,2.952,1.09,0.333,0.147,0.462,0.921,76.60531218036101,0.12,0.35424
2024-02-10 16:00:00,16,5,2,True,2.598,1.021,0.283,0.143,0.444,0.706,80.1127245780076,0.12,0.31176
2024-02-10 17:00:00,17,5,2,True,5.585,2.363,0.443,0.156,1.026,1.597,76.89638410745513,0.12,0.6702
2024-02-10 18:00:00,18,5,2,True,6.967,2.993,0.338,0.109,1.295,2.233,82.10942059170814,0.12,0.8360399999999999
2024-02-10 19:00:00,19,5,2,True,5.33,2.419,0.37,0.145,0.93,1.464,80.57386478040875,0.12,0.6396
2024-02-10 20:00:00,20,5,2,True,6.51,2.86,0.361,0.159,1.203,1.926,79.80065307407163,0.12,0.7811999999999999
2024-02-10 21:00:00,21,5,2,True,5.456,2.299,0.245,0.163,1.001,1.748,80.52671618514647,0.12,0.6547200000000001
2024-02-10 22:00:00,22,5,2,True,7.075,2.958,0.389,0.142,1.322,2.264,83.80574970694241,0.08,0.5660000000000001
2024-02-10 23:00:00,23,5,2,True,4.396,2.069,0.328,0.136,0.289,1.573,75.26148374873819,0.08,0.35168
2024-02-11 00:00:00,0,6,2,True,1.804,0.596,0.427,0.151,0.077,0.553,78.95552780954806,0.08,0.14432
2024-02-11 01:00:00,1,6,2,True,2.948,0.525,0.345,0.115,0.076,0.36,83.50162725094148,0.08,0.23584
2024-02-11 02:00:00,2,6,2,True,5.325,0.702,0.323,0.181,0.092,0.585,77.94297524722961,0.08,0.42600000000000005
2024-02-11 03:00:00,3,6,2,True,1.835,0.852,0.274,0.14,0.11,0.46,74.60475823592655,0.08,0.1468
2024-02-11 04:00:00,4,6,2,True,1.503,0.467,0.378,0.165,0.089,0.404,79.95133064721217,0.08,0.12024
2024-02-11 05:00:00,5,6,2,True,1.205,0.518,0.251,0.163,0.057,0.216,79.71011139140998,0.08,0.09640000000000001
2024-02-11 06:00:00,6,6,2,True,4.347,1.879,0.288,0.174,0.734,1.271,79.4200873206561,0.08,0.34776
2024-02-11 07:00:00,7,6,2,True,5.823,2.639,0.151,0.128,1.068,1.838,81.54879474884,0.08,0.46584000000000003
2024-02-11 08:00:00,8,6,2,True,10.743,1.815,0.298,0.165,0.756,1.319,83.12762477627753,0.08,0.8594400000000001
2024-02-11 09:00:00,9,6,2,True,2.581,1.033,0.308,0.173,0.423,0.644,76.97639626033362,0.12,0.30972
2024-02-11 10:00:00,10,6,2,True,3.046,1.265,0.312,0.145,0.554,0.77,79.07396777097566,0.12,0.36551999999999996
2024-02-11 11:00:00,11,6,2,True,3.67,1.613,0.256,0.155,0.625,1.02,76.46671562602593,0.12,0.44039999999999996
2024-02-11 12:00:00,12,6,2,True,3.324,1.245,0.366,0.14,0.612,0.96,81.56507377874294,0.12,0.39887999999999996
2024-02-11 13:00:00,13,6,2,True,2.511,0.797,0.346,0.158,0.456,0.754,74.89500242513775,0.12,0.30132
2024-02-11 14:00:00,14,6,2,True,2.885,1.087,0.309,0.134,0.5,0.854,82.75409440603995,0.12,0.34619999999999995
2024-02-11 15:00:00,15,6,2,True,3.587,1.473,0.239,0.194,0.602,1.08,79.9948575389928,0.12,0.43044
2024-02-11 16:00:00,16,6,2,True,3.049,1.155,0.289,0.102,0.556,0.947,76.72929475944275,0.12,0.36588
2024-02-11 17:00:00,17,6,2,True,4.65,1.958,0.319,0.179,0.845,1.35,81.32017978706943,0.12,0.558
2024-02-11 18:00:00,18,6,2,True,5.105,2.195,0.262,0.135,0.957,1.556,77.98602730919455,0.12,0.6126
2024-02-11 19:00:00,19,6,2,True,6.782,3.023,0.28,0.149,1.29,2.04,85.38999560502505,0.12,0.81384
2024-02-11 20:00:00,20,6,2,True,5.019,2.077,0.39,0.161,0.932,1.46,81.97680606456105,0.12,0.60228
2024-02-11 21:00:00,21,6,2,True,4.85,2.166,0.273,0.186,0.882,1.343,84.60847031856484,0.12,0.582
2024-02-11 22:00:00,22,6,2,True,5.244,2.415,0.268,0.167,0.999,1.395,78.65834655581344,0.08,0.41952
2024-02-11 23:00:00,23,6,2,True,4.288,1.956,0.319,0.164,0.304,1.545,78.00291960531936,0.08,0.34304
2024-02-12 00:00:00,0,0,2,False,1.818,0.807,0.339,0.151,0.102,0.42,81.43044078507381,0.08,0.14544
2024-02-12 01:00:00,1,0,2,False,1.015,0.262,0.336,0.149,0.044,0.224,80.42991891500002,0.08,0.0812
2024-02-12 02:00:00,2,0,2,False,2.392,0.224,0.265,0.159,0.057,0.215,79.28657888772219,0.08,0.19136
2024-02-12 03:00:00,3,0,2,False,1.093,0.383,0.366,0.169,0.048,0.128,83.49057757887898,0.08,0.08744
2024-02-12 04:00:00,4,0,2,False,1.922,0.705,0.34,0.147,0.102,0.628,79.25189112448255,0.08,0.15376
2024-02-12 05:00:00,5,0,2,False,1.336,0.392,0.298,0.142,0.073,0.432,83.20974030623292,0.08,0.10688
2024-02-12 06:00:00,6,0,2,False,4.645,1.898,0.283,0.154,0.812,1.498,83.14519966344062,0.08,0.3716
2024-02-12 07:00:00,7,0,2,False,3.947,1.647,0.352,0.162,0.71,1.076,84.98328173569014,0.08,0.31576
2024-02-12 08:00:00,8,0,2,False,4.059,1.677,0.222,0.155,0.778,1.226,85.04447737225405,0.08,0.32472
2024-02-12 09:00:00,9,0,2,False,2.049,0.679,0.37,0.16,0.329,0.51,81.13984867301839,0.12,0.24588
2024-02-12 10:00:00,10,0,2,False,2.787,1.053,0.352,0.166,0.453,0.763,74.86818993669046,0.12,0.33443999999999996
2024-02-12 11:00:00,11,0,2,False,2.373,0.888,0.224,0.134,0.398,0.729,78.7316034361704,0.12,0.28476
2024-02-12 12:00:00,12,0,2,False,2.617,1.018,0.249,0.148,0.457,0.745,79.20636230388584,0.12,0.31404
2024-02-12 13:00:00,13,0,2,False,2.608,0.999,0.354,0.148,0.412,0.695,84.80148519743318,0.12,0.31296
2024-02-12 14:00:00,14,0,2,False,2.959,1.15,0.299,0.155,0.493,0.862,73.6280215456231,0.12,0.35508
2024-02-12 15:00:00,15,0,2,False,2.673,1.031,0.252,0.186,0.424,0.779,81.278139461735,0.12,0.32076
2024-02-12 16:00:00,16,0,2,False,2.51,1.124,0.259,0.165,0.41,0.553,82.47230869056712,0.12,0.30119999999999997
2024-02-12 17:00:00,17,0,2,False,5.65,2.427,0.288,0.143,1.047,1.746,75.99199132269521,0.12,0.678
2024-02-12 18:00:00,18,0,2,False,3.588,1.338,0.336,0.142,0.639,1.135,76.70325123581542,0.12,0.43056
2024-02-12 19:00:00,19,0,2,False,3.701,1.573,0.219,0.136,0.645,1.128,81.65900501571096,0.12,0.44412
2024-02-12 20:00:00,20,0,2,False,4.922,2.181,0.319,0.117,0.885,1.42,72.94863244212692,0.12,0.5906399999999999
2024-02-12 21:00:00,21,0,2,False,4.633,2.069,0.313,0.14,0.815,1.296,78.24313449450281,0.12,0.55596
2024-02-12 22:00:00,22,0,2,False,3.757,1.511,0.359,0.184,0.726,0.977,74.10639188569122,0.08,0.30056
2024-02-12 23:00:00,23,0,2,False,3.42,1.357,0.449,0.148,0.215,1.252,81.5059629721665,0.08,0.2736
2024-02-13 00:00:00,0,1,2,False,1.018,0.368,0.244,0.133,0.053,0.221,76.54400735726257,0.08,0.08144
2024-02-13 01:00:00,1,1,2,False,0.747,0.26,0.276,0.159,0.036,0.015,83.18086592266195,0.08,0.05976
2024-02-13 02:00:00,2,1,2,False,1.042,0.392,0.294,0.144,0.057,0.155,87.32366516741574,0.08,0.08336
2024-02-13 03:00:00,3,1,2,False,1.909,0.761,0.26,0.199,0.102,0.586,80.38120572007867,0.08,0.15272
2024-02-13 04:00:00,4,1,2,False,1.113,0.325,0.256,0.184,0.058,0.291,80.45422217187433,0.08,0.08904
2024-02-13 05:00:00,5,1,2,False,1.728,0.611,0.349,0.125,0.091,0.552,79.46282367184656,0.08,0.13824
2024-02-13 06:00:00,6,1,2,False,3.946,1.681,0.318,0.11,0.691,1.146,78.4203346005899,0.08,0.31568
2024-02-13 07:00:00,7,1,2,False,4.244,1.729,0.267,0.181,0.798,1.269,76.41638747889124,0.08,0.33952
2024-02-13 08:00:00,8,1,2,False,3.176,1.268,0.342,0.106,0.58,0.879,77.81312224990052,0.08,0.25408000000000003
2024-02-13 09:00:00,9,1,2,False,2.056,0.76,0.385,0.181,0.334,0.396,74.27585617829126,0.12,0.24672
2024-02-13 10:00:00,10,1,2,False,2.37,0.869,0.301,0.155,0.423,0.622,77.87734314411767,0.12,0.2844
2024-02-13 11:00:00,11,1,2,False,2.859,1.15,0.279,0.161,0.516,0.752,78.0779450195072,0.12,0.34308
2024-02-13 12:00:00,12,1,2,False,2.246,0.772,0.402,0.161,0.319,0.591,76.50784810278252,0.12,0.26952
2024-02-13 13:00:00,13,1,2,False,2.302,0.824,0.32,0.117,0.368,0.673,79.64828123169193,0.12,0.27624
2024-02-13 14:00:00,14,1,2,False,3.026,1.285,0.264,0.132,0.519,0.825,83.20637696418288,0.12,0.36311999999999994
2024-02-13 15:00:00,15,1,2,False,2.358,0.884,0.275,0.083,0.434,0.682,80.69197377562507,0.12,0.28296
2024-02-13 16:00:00,16,1,2,False,2.954,1.124,0.386,0.129,0.503,0.811,79.7981676052594,0.12,0.35448
2024-02-13 17:00:00,17,1,2,False,5.027,2.111,0.293,0.116,0.951,1.556,83.45146115010006,0.12,0.60324
2024-02-13 18:00:00,18,1,2,False,3.635,1.485,0.284,0.172,0.647,1.047,83.8999621167864,0.12,0.4362
2024-02-13 19:00:00,19,1,2,False,4.876,2.14,0.35,0.113,0.876,1.396,79.27414542602665,0.12,0.58512
2024-02-13 20:00:00,20,1,2,False,3.721,1.696,0.233,0.13,0.683,0.979,77.0057161166929,0.12,0.44652
2024-02-13 21:00:00,21,1,2,False,4.973,2.001,0.335,0.15,0.933,1.555,78.22566854138168,0.12,0.59676
2024-02-13 22:00:00,22,1,2,False,5.563,2.381,0.27,0.141,1.016,1.753,80.5852307762678,0.08,0.44504
2024-02-13 23:00:00,23,1,2,False,3.989,1.954,0.276,0.149,0.271,1.339,85.86413359178387,0.08,0.31912
2024-02-14 00:00:00,0,2,2,False,1.317,0.362,0.265,0.152,0.05,0.487,80.96299269105808,0.08,0.10536
2024-02-14 01:00:00,1,2,2,False,1.209,0.351,0.264,0.184,0.036,0.373,82.55804112748103,0.08,0.09672000000000001
2024-02-14 02:00:00,2,2,2,False,1.566,0.734,0.258,0.127,0.099,0.347,75.79289214972853,0.08,0.12528
2024-02-14 03:00:00,3,2,2,False,1.295,0.471,0.35,0.138,0.037,0.298,82.81747673943255,0.08,0.1036
2024-02-14 04:00:00,4,2,2,False,1.129,0.369,0.275,0.144,0.057,0.283,82.35555524693113,0.08,0.09032
2024-02-14 05:00:00,5,2,2,False,0.803,0.104,0.292,0.161,0.04,0.207,80.23104198795127,0.08,0.06424
2024-02-14 06:00:00,6,2,2,False,4.469,1.817,0.367,0.167,0.716,1.402,82.618451249535,0.08,0.35752
2024-02-14 07:00:00,7,2,2,False,4.559,1.939,0.412,0.095,0.8,1.312,83.75748718745,0.08,0.36472000000000004
2024-02-14 08:00:00,8,2,2,False,3.92,1.623,0.278,0.143,0.691,1.184,76.52917580831159,0.08,0.3136
2024-02-14 09:00:00,9,2,2,False,2.128,0.828,0.297,0.155,0.341,0.507,78.47835335718337,0.12,0.25536000000000003
2024-02-14 10:00:00,10,2,2,False,2.689,0.964,0.312,0.145,0.443,0.825,73.14266826651514,0.12,0.32268
2024-02-14 11:00:00,11,2,2,False,2.888,1.08,0.29,0.159,0.496,0.863,81.36836497625717,0.12,0.34656
2024-02-14 12:00:00,12,2,2,False,2.187,0.692,0.328,0.112,0.367,0.688,82.90338340701028,0.12,0.26243999999999995
2024-02-14 13:00:00,13,2,2,False,6.18,1.073,0.278,0.163,0.443,0.46,83.29458835473024,0.12,0.7415999999999999
2024-02-14 14:00:00,14,2,2,False,2.901,1.213,0.33,0.136,0.454,0.768,75.34015024241906,0.12,0.34812
2024-02-14 15:00:00,15,2,2,False,2.334,0.841,0.38,0.108,0.332,0.673,77.18961429512186,0.12,0.28008
2024-02-14 16:00:00,16,2,2,False,7.368,0.971,0.363,0.166,0.385,0.847,81.67617151083346,0.12,0.8841600000000001
2024-02-14 17:00:00,17,2,2,False,5.178,2.256,0.224,0.161,0.974,1.563,76.67644154133046,0.12,0.62136
2024-02-14 18:00:00,18,2,2,False,4.153,1.634,0.303,0.185,0.754,1.277,75.61849730174454,0.12,0.4983599999999999
2024-02-14 19:00:00,19,2,2,False,4.237,1.884,0.297,0.204,0.756,1.095,81.85898935448728,0.12,0.50844
2024-02-14 20:00:00,20,2,2,False,3.802,1.426,0.344,0.149,0.665,1.217,72.89756703988016,0.12,0.45624
2024-02-14 21:00:00,21,2,2,False,4.618,2.058,0.207,0.132,0.867,1.355,84.18806409614444,0.12,0.55416
2024-02-14 22:00:00,22,2,2,False,4.592,1.858,0.316,0.159,0.821,1.438,78.69263081112909,0.08,0.36735999999999996
2024-02-14 23:00:00,23,2,2,False,4.816,2.342,0.285,0.117,0.347,1.725,78.84894723477116,0.08,0.38528
2024-02-15 00:00:00,0,3,2,False,1.904,0.846,0.304,0.139,0.102,0.514,81.77698864104003,0.08,0.15231999999999998
2024-02-15 01:00:00,1,3,2,False,1.688,0.676,0.264,0.136,0.095,0.517,81.58185961907584,0.08,0.13504
2024-02-15 02:00:00,2,3,2,False,1.177,0.327,0.288,0.14,0.07,0.352,80.92918033740801,0.08,0.09416000000000001
2024-02-15 03:00:00,3,3,2,False,1.312,0.5,0.185,0.156,0.065,0.406,82.1046153750752,0.08,0.10496000000000001
2024-02-15 04:00:00,4,3,2,False,1.37,0.539,0.245,0.109,0.086,0.392,77.43651961178584,0.08,0.10960000000000002
2024-02-15 05:00:00,5,3,2,False,1.206,0.4,0.241,0.19,0.063,0.312,77.65548661017817,0.08,0.09648
2024-02-15 06:00:00,6,3,2,False,3.713,1.563,0.334,0.174,0.687,0.955,83.56123303622526,0.08,0.29704
2024-02-15 07:00:00,7,3,2,False,3.088,1.228,0.262,0.141,0.568,0.889,81.9100104610875,0.08,0.24704
2024-02-15 08:00:00,8,3,2,False,4.814,2.169,0.387,0.11,0.822,1.326,80.47428169573035,0.08,0.38512
2024-02-15 09:00:00,9,3,2,False,3.085,1.198,0.404,0.141,0.512,0.83,82.59071407740744,0.12,0.3702
2024-02-15 10:00:00,10,3,2,False,2.827,1.096,0.338,0.153,0.402,0.838,80.8436914766558,0.12,0.33924
2024-02-15 11:00:00,11,3,2,False,2.679,1.208,0.289,0.11,0.454,0.619,85.10040473119982,0.12,0.32148
2024-02-15 12:00:00,12,3,2,False,3.069,1.38,0.304,0.115,0.517,0.753,83.32013127286196,0.12,0.36828
2024-02-15 13:00:00,13,3,2,False,2.183,0.774,0.244,0.15,0.429,0.587,79.95428586049974,0.12,0.26195999999999997
2024-02-15 14:00:00,14,3,2,False,3.219,1.356,0.354,0.166,0.511,0.832,78.11555180073307,0.12,0.38627999999999996
2024-02-15 15:00:00,15,3,2,False,3.129,1.334,0.316,0.156,0.517,0.807,77.6752503988182,0.12,0.37548
2024-02-15 16:00:00,16,3,2,False,2.191,0.849,0.282,0.138,0.372,0.55,79.6470352051935,0.12,0.26292
2024-02-15 17:00:00,17,3,2,False,4.571,1.892,0.253,0.146,0.81,1.47,83.11238331052692,0.12,0.5485199999999999
2024-02-15 18:00:00,18,3,2,False,5.157,2.228,0.32,0.155,0.936,1.518,82.15750599906632,0.12,0.61884
2024-02-15 19:00:00,19,3,2,False,5.924,2.579,0.405,0.126,1.027,1.787,79.87626888008283,0.12,0.7108800000000001
2024-02-15 20:00:00,20,3,2,False,4.821,2.063,0.333,0.167,0.84,1.418,79.55858148555768,0.12,0.5785199999999999
2024-02-15 21:00:00,21,3,2,False,3.652,1.427,0.322,0.11,0.64,1.154,87.2785784440492,0.12,0.43824
2024-02-15 22:00:00,22,3,2,False,5.59,2.335,0.335,0.145,1.008,1.766,76.83588663510224,0.08,0.4472
2024-02-15 23:00:00,23,3,2,False,4.932,2.373,0.384,0.143,0.34,1.691,79.93289341436498,0.08,0.39456
2024-02-16 00:00:00,0,4,2,False,1.439,0.379,0.362,0.172,0.07,0.456,82.59031184056964,0.08,0.11512
2024-02-16 01:00:00,1,4,2,False,1.259,0.483,0.231,0.145,0.069,0.331,79.80353738593516,0.08,0.10071999999999999
2024-02-16 02:00:00,2,4,2,False,1.097,0.47,0.263,0.127,0.052,0.185,78.62990715493027,0.08,0.08776
2024-02-16 03:00:00,3,4,2,False,3.599,0.501,0.399,0.151,0.067,0.449,81.47950950271651,0.08,0.28792
2024-02-16 04:00:00,4,4,2,False,0.887,0.337,0.262,0.154,0.055,0.078,84.39715172511218,0.08,0.07096000000000001
2024-02-16 05:00:00,5,4,2,False,1.177,0.33,0.318,0.114,0.059,0.356,79.64699809342144,0.08,0.09416000000000001
2024-02-16 06:00:00,6,4,2,False,3.361,1.337,0.335,0.174,0.553,0.962,80.19781278028397,0.08,0.26888
2024-02-16 07:00:00,7,4,2,False,3.957,1.476,0.418,0.178,0.698,1.187,80.90422120934335,0.08,0.31656
2024-02-16 08:00:00,8,4,2,False,3.261,1.294,0.213,0.15,0.556,1.048,78.76295991972978,0.08,0.26088
2024-02-16 09:00:00,9,4,2,False,2.608,1.033,0.277,0.13,0.469,0.699,76.13718414904082,0.12,0.31296
2024-02-16 10:00:00,10,4,2,False,2.434,0.824,0.306,0.14,0.392,0.772,77.37081876957572,0.12,0.29208
2024-02-16 11:00:00,11,4,2,False,2.925,1.237,0.24,0.189,0.501,0.759,81.99093904109853,0.12,0.351
2024-02-16 12:00:00,12,4,2,False,3.005,1.236,0.338,0.185,0.485,0.761,81.6867171792748,0.12,0.3606
2024-02-16 13:00:00,13,4,2,False,2.917,1.091,0.28,0.112,0.52,0.914,85.9170334372466,0.12,0.35003999999999996
2024-02-16 14:00:00,14,4,2,False,2.96,1.165,0.32,0.169,0.475,0.831,82.53755355340701,0.12,0.35519999999999996
2024-02-16 15:00:00,15,4,2,False,2.237,0.8,0.284,0.156,0.357,0.639,82.49953829381055,0.12,0.26844
2024-02-16 16:00:00,16,4,2,False,2.566,1.011,0.283,0.151,0.489,0.632,81.70254038386884,0.12,0.30791999999999997
2024-02-16 17:00:00,17,4,2,False,4.849,2.099,0.268,0.161,0.874,1.446,79.44773939895224,0.12,0.58188
2024-02-16 18:00:00,18,4,2,False,4.538,1.834,0.335,0.112,0.802,1.455,79.17225358869148,0.12,0.54456
2024-02-16 19:00:00,19,4,2,False,4.602,1.838,0.339,0.132,0.861,1.432,79.25635964276401,0.12,0.5522400000000001
2024-02-16 20:00:00,20,4,2,False,3.604,1.379,0.351,0.114,0.639,1.12,75.72801845091196,0.12,0.43248
2024-02-16 21:00:00,21,4,2,False,4.693,1.945,0.302,0.122,0.855,1.47,77.22692799910887,0.12,0.5631599999999999
2024-02-16 22:00:00,22,4,2,False,3.784,1.501,0.297,0.12,0.676,1.19,82.42178316900693,0.08,0.30272
2024-02-16 23:00:00,23,4,2,False,4.201,2.011,0.211,0.18,0.287,1.512,78.5481996651463,0.08,0.33608
